1.2.1	6.256	4.288
1.2.2	6.256	4.298
1.2.3	6.256	4.308
1.2.4	6.256	4.318
1.2.5	6.256	4.328
1.2.6	6.256	4.338
1.2.7	6.256	4.348
1.2.8	6.256	4.358
1.2.9	6.256	4.368
1.2.10	6.256	4.378
1.2.11	6.256	4.389
1.2.12	6.256	4.399
1.2.13	6.256	4.409
1.2.14	6.256	4.419
1.2.15	6.256	4.429
1.2.16	6.256	4.439
1.2.17	6.256	4.449
1.2.18	6.256	4.460
1.2.19	6.256	4.470
1.2.20	6.256	4.480
1.2.21	6.256	4.490
1.2.22	6.256	4.500
1.2.23	6.256	4.510
1.2.24	6.256	4.520
1.2.25	6.256	4.531
1.2.26	6.256	4.541
1.2.27	6.256	4.551
1.2.28	6.256	4.561
1.2.29	6.256	4.571
1.2.30	6.256	4.582
1.2.31	6.256	4.592
1.2.32	6.256	4.602
1.2.33	6.256	4.612
1.2.34	6.255	4.622
1.2.35	6.255	4.633
1.2.36	6.255	4.643
1.2.37	6.255	4.653
1.2.38	6.255	4.663
1.2.39	6.255	4.673
1.2.40	6.255	4.684
1.2.41	6.255	4.694
1.2.42	6.255	4.704
1.2.43	6.255	4.714
1.2.44	6.255	4.724
1.2.45	6.255	4.734
1.2.46	6.255	4.744
1.2.47	6.255	4.754
1.2.48	6.255	4.765
1.2.49	6.255	4.775
1.2.50	6.255	4.785
1.2.51	6.255	4.795
1.2.52	6.255	4.805
1.2.53	6.255	4.815
1.2.54	6.255	4.825
1.2.55	6.255	4.836
1.2.56	6.255	4.846
1.2.57	6.255	4.856
1.2.58	6.255	4.866
1.2.59	6.255	4.876
1.2.60	6.255	4.886
1.2.61	6.255	4.897
1.2.62	6.255	4.907
1.2.63	6.255	4.917
1.2.64	6.255	4.927
1.2.65	6.255	4.937
1.2.66	6.255	4.947
1.2.67	6.255	4.957
1.2.68	6.255	4.968
1.2.69	6.255	4.978
1.2.70	6.255	4.988
1.2.71	6.255	4.998
1.2.72	6.255	5.008
1.2.73	6.255	5.018
1.2.74	6.255	5.028
1.2.75	6.255	5.039
1.2.76	6.255	5.049
1.2.77	6.255	5.059
1.2.78	6.255	5.069
1.2.79	6.255	5.079
1.2.80	6.255	5.089
1.2.81	6.255	5.099
1.2.82	6.255	5.109
1.2.83	6.255	5.120
1.2.84	6.255	5.130
1.2.85	6.255	5.140
1.2.86	6.255	5.150
1.2.87	6.255	5.160
1.2.88	6.255	5.170
1.2.89	6.255	5.180
1.2.90	6.255	5.190
1.2.91	6.255	5.200
1.2.92	6.255	5.210
1.2.93	6.254	5.220
1.2.94	6.254	5.231
1.2.95	6.253	5.241
1.2.96	6.253	5.251
1.2.97	6.252	5.261
1.2.98	6.251	5.271
1.2.99	6.250	5.281
1.2.100	6.249	5.292
1.2.101	6.249	5.302
1.2.102	6.247	5.312
1.2.103	6.246	5.322
1.2.104	6.245	5.332
1.2.105	6.244	5.342
1.2.106	6.243	5.352
1.2.107	6.241	5.363
1.2.108	6.240	5.373
1.2.109	6.239	5.383
1.2.110	6.237	5.393
1.2.111	6.236	5.403
1.2.112	6.234	5.413
1.2.113	6.232	5.423
1.2.114	6.230	5.434
1.2.115	6.229	5.444
1.2.116	6.227	5.454
1.2.117	6.225	5.464
1.2.118	6.223	5.474
1.2.119	6.221	5.484
1.2.120	6.219	5.495
1.2.121	6.217	5.505
1.2.122	6.214	5.515
1.2.123	6.212	5.525
1.2.124	6.210	5.535
1.2.125	6.207	5.546
1.2.126	6.205	5.556
1.2.127	6.202	5.567
1.2.128	6.200	5.577
1.2.129	6.197	5.587
1.2.130	6.194	5.597
1.2.131	6.192	5.607
1.2.132	6.189	5.618
1.2.133	6.186	5.628
1.2.134	6.183	5.639
1.2.135	6.180	5.649
1.2.136	6.177	5.659
1.2.137	6.174	5.669
1.2.138	6.170	5.679
1.2.139	6.167	5.690
1.2.140	6.164	5.700
1.2.141	6.160	5.710
1.2.142	6.157	5.721
1.2.143	6.153	5.731
1.2.144	6.149	5.742
1.2.145	6.145	5.752
1.2.146	6.142	5.762
1.2.147	6.138	5.772
1.2.148	6.134	5.782
1.2.149	6.130	5.792
1.2.150	6.126	5.803
1.2.151	6.122	5.813
1.2.152	6.118	5.823
1.2.153	6.113	5.833
1.2.154	6.109	5.844
1.2.155	6.105	5.854
1.2.156	6.100	5.864
1.2.157	6.095	5.874
1.2.158	6.091	5.885
1.2.159	6.086	5.895
