1.1.1	3.877	1.232
1.1.2	3.866	1.232
1.1.3	3.856	1.232
1.1.4	3.846	1.232
1.1.5	3.836	1.232
1.1.6	3.826	1.232
1.1.7	3.816	1.232
1.1.8	3.806	1.232
1.1.9	3.796	1.232
1.1.10	3.786	1.232
1.1.11	3.776	1.232
1.1.12	3.765	1.232
1.1.13	3.755	1.232
1.1.14	3.745	1.232
1.1.15	3.735	1.232
1.1.16	3.725	1.232
1.1.17	3.715	1.232
1.1.18	3.705	1.232
1.1.19	3.695	1.232
1.1.20	3.685	1.232
1.1.21	3.674	1.232
1.1.22	3.664	1.232
1.1.23	3.654	1.232
1.1.24	3.644	1.232
1.1.25	3.634	1.232
1.1.26	3.624	1.232
1.1.27	3.614	1.232
1.1.28	3.603	1.232
1.1.29	3.593	1.232
1.1.30	3.583	1.232
1.1.31	3.573	1.232
1.1.32	3.563	1.232
1.1.33	3.553	1.232
1.1.34	3.543	1.232
1.1.35	3.532	1.232
1.1.36	3.522	1.232
1.1.37	3.512	1.232
1.1.38	3.502	1.232
1.1.39	3.492	1.232
1.1.40	3.481	1.232
1.1.41	3.471	1.232
1.1.42	3.461	1.232
1.1.43	3.451	1.232
1.1.44	3.441	1.232
1.1.45	3.431	1.232
1.1.46	3.421	1.232
1.1.47	3.410	1.232
1.1.48	3.400	1.232
1.1.49	3.390	1.232
1.1.50	3.380	1.232
1.1.51	3.370	1.232
1.1.52	3.360	1.232
1.1.53	3.350	1.232
1.1.54	3.340	1.232
1.1.55	3.330	1.232
1.1.56	3.319	1.232
1.1.57	3.309	1.232
1.1.58	3.299	1.232
1.1.59	3.289	1.232
1.1.60	3.279	1.232
1.1.61	3.268	1.232
1.1.62	3.258	1.232
1.1.63	3.248	1.232
1.1.64	3.238	1.232
1.1.65	3.228	1.232
1.1.66	3.218	1.232
1.1.67	3.208	1.232
1.1.68	3.198	1.232
1.1.69	3.188	1.232
1.1.70	3.178	1.232
1.1.71	3.168	1.232
1.1.72	3.158	1.232
1.1.73	3.148	1.233
1.1.74	3.137	1.243
1.1.75	3.127	1.253
1.1.76	3.117	1.263
1.1.77	3.107	1.273
1.1.78	3.097	1.283
1.1.79	3.087	1.293
1.1.80	3.077	1.303
1.1.81	3.067	1.313
1.1.82	3.057	1.323
1.1.83	3.047	1.333
1.1.84	3.037	1.343
1.1.85	3.027	1.353
1.1.86	3.017	1.363
1.1.87	3.007	1.374
1.1.88	2.997	1.384
1.1.89	2.987	1.394
1.1.90	2.977	1.404
1.1.91	2.967	1.414
1.1.92	2.957	1.424
1.1.93	2.947	1.434
1.1.94	2.936	1.444
1.1.95	2.926	1.454
1.1.96	2.916	1.464
1.1.97	2.906	1.474
1.1.98	2.896	1.484
1.1.99	2.886	1.494
1.1.100	2.876	1.504
1.1.101	2.866	1.514
1.1.102	2.856	1.524
1.1.103	2.853	1.534
1.1.104	2.853	1.544
1.1.105	2.853	1.555
1.1.106	2.853	1.565
1.1.107	2.853	1.575
1.1.108	2.853	1.585
1.1.109	2.853	1.596
1.1.110	2.853	1.606
1.1.111	2.853	1.616
1.1.112	2.853	1.626
1.1.113	2.853	1.636
1.1.114	2.853	1.646
1.1.115	2.853	1.656
1.1.116	2.853	1.667
1.1.117	2.853	1.677
1.1.118	2.853	1.687
1.1.119	2.853	1.698
1.1.120	2.853	1.708
1.1.121	2.853	1.719
1.1.122	2.853	1.729
1.1.123	2.853	1.739
1.1.124	2.853	1.749
1.1.125	2.853	1.760
1.1.126	2.853	1.770
1.1.127	2.853	1.780
1.1.128	2.853	1.791
1.1.129	2.853	1.801
1.1.130	2.853	1.812
1.1.131	2.853	1.822
1.1.132	2.853	1.832
1.1.133	2.853	1.843
1.1.134	2.853	1.853
1.1.135	2.853	1.864
1.1.136	2.853	1.874
1.1.137	2.853	1.884
1.1.138	2.853	1.895
1.1.139	2.853	1.905
1.1.140	2.853	1.916
1.1.141	2.853	1.926
1.1.142	2.853	1.936
1.1.143	2.853	1.946
1.1.144	2.853	1.957
1.1.145	2.853	1.967
1.1.146	2.853	1.977
1.1.147	2.853	1.988
1.1.148	2.853	1.999
1.1.149	2.853	2.010
1.1.150	2.853	2.020
1.1.151	2.853	2.030
1.1.152	2.853	2.040
1.1.153	2.853	2.050
1.1.154	2.853	2.060
1.1.155	2.853	2.071
1.1.156	2.853	2.081
1.1.157	2.853	2.092
1.1.158	2.853	2.102
1.1.159	2.853	2.113
1.1.160	2.853	2.124
1.1.161	2.853	2.134
1.1.162	2.853	2.145
1.1.163	2.853	2.156
1.1.164	2.853	2.166
1.1.165	2.853	2.176
1.1.166	2.853	2.186
1.1.167	2.853	2.196
1.1.168	2.853	2.207
1.1.169	2.853	2.217
1.1.170	2.853	2.227
1.1.171	2.853	2.237
1.1.172	2.853	2.248
1.1.173	2.853	2.258
1.1.174	2.853	2.269
1.1.175	2.853	2.279
1.1.176	2.853	2.290
1.1.177	2.853	2.300
1.1.178	2.853	2.311
1.1.179	2.853	2.322
1.1.180	2.853	2.332
1.1.181	2.853	2.343
1.1.182	2.853	2.354
1.1.183	2.853	2.365
1.1.184	2.853	2.376
1.1.185	2.853	2.387
1.1.186	2.853	2.398
1.1.187	2.853	2.409
1.1.188	2.853	2.420
1.1.189	2.853	2.430
1.1.190	2.853	2.440
1.1.191	2.853	2.450
1.1.192	2.853	2.460
1.1.193	2.853	2.470
1.1.194	2.853	2.480
1.1.195	2.853	2.490
1.1.196	2.853	2.500
1.1.197	2.853	2.511
1.1.198	2.853	2.521
1.1.199	2.853	2.531
1.1.200	2.853	2.541
1.1.201	2.853	2.552
1.1.202	2.853	2.562
1.1.203	2.853	2.572
1.1.204	2.853	2.582
1.1.205	2.853	2.593
1.1.206	2.853	2.603
1.1.207	2.853	2.614
1.1.208	2.853	2.624
1.1.209	2.853	2.634
1.1.210	2.853	2.645
1.1.211	2.853	2.655
1.1.212	2.853	2.666
1.1.213	2.853	2.676
1.1.214	2.853	2.687
1.1.215	2.853	2.697
1.1.216	2.853	2.708
1.1.217	2.853	2.718
1.1.218	2.853	2.729
1.1.219	2.853	2.739
1.1.220	2.853	2.750
