1.1.1	3.504	1.264
1.1.2	3.494	1.264
1.1.3	3.484	1.264
1.1.4	3.474	1.264
1.1.5	3.464	1.264
1.1.6	3.454	1.264
1.1.7	3.444	1.264
1.1.8	3.434	1.264
1.1.9	3.424	1.264
1.1.10	3.414	1.264
1.1.11	3.404	1.264
1.1.12	3.394	1.264
1.1.13	3.384	1.264
1.1.14	3.374	1.264
1.1.15	3.364	1.264
1.1.16	3.354	1.264
1.1.17	3.344	1.264
1.1.18	3.334	1.264
1.1.19	3.323	1.264
1.1.20	3.313	1.264
1.1.21	3.303	1.264
1.1.22	3.293	1.264
1.1.23	3.283	1.264
1.1.24	3.273	1.264
1.1.25	3.263	1.264
1.1.26	3.253	1.264
1.1.27	3.243	1.264
1.1.28	3.233	1.264
1.1.29	3.223	1.264
1.1.30	3.213	1.264
1.1.31	3.203	1.264
1.1.32	3.193	1.264
1.1.33	3.182	1.264
1.1.34	3.172	1.264
1.1.35	3.162	1.264
1.1.36	3.152	1.264
1.1.37	3.142	1.264
1.1.38	3.132	1.264
1.1.39	3.122	1.264
1.1.40	3.112	1.264
1.1.41	3.102	1.264
1.1.42	3.092	1.264
1.1.43	3.082	1.264
1.1.44	3.072	1.264
1.1.45	3.062	1.264
1.1.46	3.052	1.264
1.1.47	3.042	1.264
1.1.48	3.031	1.264
1.1.49	3.021	1.264
1.1.50	3.011	1.264
1.1.51	3.001	1.264
1.1.52	2.991	1.264
1.1.53	2.981	1.264
1.1.54	2.971	1.264
1.1.55	2.961	1.264
1.1.56	2.951	1.264
1.1.57	2.941	1.265
1.1.58	2.931	1.267
1.1.59	2.921	1.268
1.1.60	2.911	1.270
1.1.61	2.901	1.272
1.1.62	2.891	1.274
1.1.63	2.881	1.276
1.1.64	2.871	1.278
1.1.65	2.861	1.281
1.1.66	2.851	1.283
1.1.67	2.841	1.286
1.1.68	2.831	1.289
1.1.69	2.820	1.292
1.1.70	2.810	1.294
1.1.71	2.800	1.298
1.1.72	2.790	1.301
1.1.73	2.780	1.304
1.1.74	2.770	1.307
1.1.75	2.760	1.311
1.1.76	2.750	1.314
1.1.77	2.740	1.318
1.1.78	2.729	1.322
1.1.79	2.719	1.326
1.1.80	2.709	1.330
1.1.81	2.699	1.334
1.1.82	2.689	1.339
1.1.83	2.679	1.343
1.1.84	2.669	1.348
1.1.85	2.659	1.353
1.1.86	2.649	1.358
1.1.87	2.639	1.363
1.1.88	2.629	1.368
1.1.89	2.618	1.373
1.1.90	2.608	1.379
1.1.91	2.598	1.385
1.1.92	2.588	1.391
1.1.93	2.578	1.397
1.1.94	2.568	1.403
1.1.95	2.558	1.410
1.1.96	2.548	1.417
1.1.97	2.537	1.424
1.1.98	2.527	1.431
1.1.99	2.517	1.439
1.1.100	2.507	1.446
1.1.101	2.497	1.454
1.1.102	2.487	1.463
1.1.103	2.477	1.471
1.1.104	2.467	1.480
1.1.105	2.457	1.489
1.1.106	2.447	1.499
1.1.107	2.437	1.509
1.1.108	2.427	1.519
1.1.109	2.418	1.529
1.1.110	2.409	1.539
1.1.111	2.400	1.549
1.1.112	2.392	1.560
1.1.113	2.384	1.570
1.1.114	2.377	1.580
1.1.115	2.369	1.590
1.1.116	2.363	1.600
1.1.117	2.356	1.610
1.1.118	2.350	1.620
1.1.119	2.343	1.630
1.1.120	2.337	1.640
1.1.121	2.332	1.650
1.1.122	2.326	1.660
1.1.123	2.321	1.670
1.1.124	2.316	1.680
1.1.125	2.311	1.691
1.1.126	2.307	1.701
1.1.127	2.302	1.711
1.1.128	2.298	1.721
1.1.129	2.294	1.731
1.1.130	2.291	1.741
1.1.131	2.287	1.751
1.1.132	2.284	1.761
1.1.133	2.280	1.771
1.1.134	2.277	1.782
1.1.135	2.274	1.792
1.1.136	2.272	1.802
1.1.137	2.269	1.812
1.1.138	2.267	1.822
1.1.139	2.264	1.832
1.1.140	2.262	1.842
1.1.141	2.260	1.852
1.1.142	2.259	1.863
1.1.143	2.257	1.873
1.1.144	2.255	1.883
1.1.145	2.254	1.893
1.1.146	2.253	1.903
1.1.147	2.252	1.913
1.1.148	2.251	1.923
1.1.149	2.250	1.934
1.1.150	2.249	1.944
1.1.151	2.248	1.954
1.1.152	2.248	1.964
1.1.153	2.247	1.974
1.1.154	2.247	1.984
1.1.155	2.247	1.994
1.1.156	2.247	2.005
1.1.157	2.247	2.015
1.1.158	2.247	2.025
1.1.159	2.247	2.035
1.1.160	2.247	2.045
1.1.161	2.248	2.056
1.1.162	2.248	2.066
1.1.163	2.249	2.076
1.1.164	2.250	2.086
1.1.165	2.251	2.096
1.1.166	2.252	2.106
1.1.167	2.253	2.116
1.1.168	2.254	2.126
1.1.169	2.255	2.137
1.1.170	2.257	2.147
1.1.171	2.258	2.157
1.1.172	2.260	2.167
1.1.173	2.262	2.177
1.1.174	2.264	2.187
1.1.175	2.266	2.198
1.1.176	2.268	2.208
1.1.177	2.271	2.218
1.1.178	2.273	2.228
1.1.179	2.276	2.238
1.1.180	2.279	2.248
1.1.181	2.282	2.258
1.1.182	2.285	2.268
1.1.183	2.288	2.278
1.1.184	2.291	2.288
1.1.185	2.295	2.299
1.1.186	2.299	2.309
1.1.187	2.303	2.319
1.1.188	2.307	2.329
1.1.189	2.312	2.339
1.1.190	2.316	2.349
1.1.191	2.321	2.359
1.1.192	2.326	2.369
1.1.193	2.331	2.379
1.1.194	2.337	2.390
1.1.195	2.342	2.400
1.1.196	2.348	2.410
1.1.197	2.354	2.420
1.1.198	2.361	2.430
1.1.199	2.367	2.440
1.1.200	2.374	2.450
1.1.201	2.382	2.460
1.1.202	2.389	2.470
1.1.203	2.397	2.480
1.1.204	2.405	2.490
1.1.205	2.414	2.500
1.1.206	2.422	2.510
1.1.207	2.432	2.521
1.1.208	2.441	2.531
1.1.209	2.451	2.541
1.1.210	2.461	2.550
1.1.211	2.471	2.560
1.1.212	2.482	2.569
1.1.213	2.492	2.577
1.1.214	2.502	2.585
1.1.215	2.512	2.593
1.1.216	2.522	2.601
1.1.217	2.532	2.609
1.1.218	2.542	2.616
1.1.219	2.552	2.623
1.1.220	2.562	2.629
1.1.221	2.572	2.636
1.1.222	2.582	2.642
1.1.223	2.592	2.648
1.1.224	2.603	2.654
1.1.225	2.613	2.659
1.1.226	2.623	2.665
1.1.227	2.633	2.670
1.1.228	2.643	2.675
1.1.229	2.653	2.680
1.1.230	2.663	2.685
1.1.231	2.673	2.689
1.1.232	2.683	2.694
1.1.233	2.693	2.698
1.1.234	2.703	2.702
1.1.235	2.713	2.706
1.1.236	2.723	2.710
1.1.237	2.733	2.714
1.1.238	2.743	2.717
1.1.239	2.754	2.721
1.1.240	2.764	2.724
1.1.241	2.774	2.727
1.1.242	2.784	2.731
1.1.243	2.794	2.733
